review_count,new_id,city,rating,restaurant_name,longitude,full_address,state,latitude,favourite
7,22,Glendale,2,Chuck E Cheese,-112.2051629,"6773 W Bell Road
Glendale, AZ 85308",AZ,33.6380899,97
54,23,Phoenix,3.5,Kampai,-112.0191651,"2945 E Bell Rd
Ste 102
Phoenix, AZ 85032",AZ,33.6399519,211
69,24,Scottsdale,3.5,Five Guys Burgers and Fries,-111.9254565,"15435 N Scottsdale Rd
Ste 100
Scottsdale, AZ 85260",AZ,33.6265775,226
24,25,Phoenix,3.5,Paradise Bakery & Cafe,-112.1117309,"2370 W Happy Valley Rd
Phoenix, AZ 85085",AZ,33.7129653,181
13,26,Scottsdale,3.5,Sonic Drive-In,-111.9093213,"2870 N Hayden Rd
Scottsdale, AZ 85257",AZ,33.4796348,170
22,27,Chandler,3.5,Draft House On The Reef,-111.8463705,"393 W Warner Rd
Chandler, AZ 85225",AZ,33.3344463,179
47,28,Mesa,4,Giant Hamburgers,-111.7716542,"2753 E Broadway
Ste 104
Mesa, AZ 85204",AZ,33.4064076,227
17,29,Phoenix,3,Tee Pee Tap Room,-112.0657857,"602 E Lincoln St
Phoenix, AZ 85004",AZ,33.4423368,152
70,30,Scottsdale,3,Cold Beers & Cheeseburgers,-111.9246769,"20831 N Scottsdale Rd
Ste 117
Scottsdale, AZ 85255",AZ,33.6765685,205
18,31,Phoenix,2.5,Jody Maroni's Sausage Kingdom,-112.0178286,"Sky Harbor Airport - Terminal 4
3400 Sky Harbor Blvd
Phoenix, AZ 85034",AZ,33.4382789,130
58,32,Phoenix,3.5,5th Avenue Cafe,-112.080631,"501 W Thomas Rd
Phoenix, AZ 85013",AZ,33.480016,215
549,33,Phoenix,4,Gallo Blanco Cafe,-112.079081,"401 W Clarendon Ave
Phoenix, AZ 85013",AZ,33.49112,729
4,34,Phoenix,2.5,Turk's Fish and Chips,-112.073079,"6607 S Central Ave
Phoenix, AZ 85042",AZ,33.386417,116
5,35,Mesa,3,Souper Salad,-111.862526,"1457 W Southern Ave
Mesa, AZ 85202",AZ,33.3925142,140
9,36,Tempe,2.5,Port of Subs,-111.9619158,"1342 W Warner Rd
Tempe, AZ 85281",AZ,33.3345479,121
28,37,Tempe,3.5,Sushi Time,-111.9285013,"5136 S Rural Rd
Tempe, AZ 85282",AZ,33.3792532,185
4,38,Mesa,3.5,Ub's Restaurant & Bar,-111.872612,"1911 W Broadway Rd
Ste 1
Mesa, AZ 85202",AZ,33.407138,161
108,39,Tempe,3.5,Z'Tejas Southwestern Grill,-111.9409053,"20 W 6th St
Tempe, AZ 85281",AZ,33.4245625,265
30,40,Mesa,3.5,Matta's Grill and Cantina,-111.8660545,"1033 N Dobson Rd
Suite 101
Mesa, AZ 85201",AZ,33.435166,187
31,41,Phoenix,3,Zaytoon Kabob Bistro,-112.047066,"4811 N 16th St
Ste 104
Phoenix, AZ 85016",AZ,33.507549,166
6,42,Phoenix,3,Del Taco,-111.977264,"16649 N Tatum Blvd
Phoenix, AZ 85032",AZ,33.638672,141
326,43,Phoenix,4,Windsor,-112.0734119,"5223 N Central Ave
Phoenix, AZ 85012",AZ,33.51369719,506
7,44,Tempe,3.5,Taco del Mar,-111.9080584,"1804 E Southern Ave
Tempe, AZ 85282",AZ,33.3931628,164
5,45,Phoenix,2.5,Burger Betty's,-112.06434,"5111 N 7th St
Phoenix, AZ 85014",AZ,33.511332,117
12,46,Phoenix,2,Nathans Famous Hotdogs,-111.9969141,"3800 W Sky Harbor Blvd
T4/S3
Phoenix, AZ 85034",AZ,33.4341095,102
40,47,Glendale,4,Oscar's Pier 83 fish and chips,-112.184993,"18589 N. 59th avenue
Glendale, AZ 85308",AZ,33.65316,220
121,48,Phoenix,3.5,Great Wall Cuisine,-112.134201,"5057 N 35th Ave
Phoenix, AZ 85017",AZ,33.5108735,278
5,49,Scottsdale,4.5,Java Me Craze',-111.9315649,"6900 E Camelback Rd
Ste A38
Scottsdale, AZ 85251",AZ,33.502612,207
3,50,Goodyear,1,KFC,-112.3411836,"1470 N Dysart Rd
Goodyear, AZ 85338",AZ,33.4517561,48
21,51,Mesa,3.5,Burrito Express,-111.8564229,"450 N Alma School R
Mesa, AZ 85201",AZ,33.4234775,178
3,52,Chandler,4.5,Uno Stop,-111.8425,"30 W Galveston St
Chandler, AZ 85225",AZ,33.313742,205
3,53,Glendale,3.5,Tortas La Presa #2,-112.1542252,"4425 W Glendale Avenue
Glendale, AZ 85301",AZ,33.5384488,160
12,54,Tempe,4,Tailgate Sports Bar & Grill,-111.952872,"930 W Broadway Rd
Tempe, AZ 85282",AZ,33.407724,192
3,55,Gilbert,3.5,Chipotle,-111.7428631,"2224 E Williams Field Rd
Gilbert, AZ 85297",AZ,33.30780509,160
4,56,Tempe,3.5,Boston Market,-111.9089862,"3435 S McClintock Dr
Tempe, AZ 85282",AZ,33.3912468,161
89,57,Tempe,4,Picazzo's Organic Italian Kitchen,-111.9445728,"440 W Warner Rd
Tempe, AZ 85284",AZ,33.3350531,269
3,58,Surprise,3,Jack in the Box,-112.419796,"16760 W Bell Rd
Surprise, AZ 85374",AZ,33.639044,138
4,59,Phoenix,3,Jack in the Box,-111.978816,"4741 E McDowell Rd
Phoenix, AZ 85008",AZ,33.465334,139
29,60,Surprise,4,NYPD Pizza,-112.361552,"13980 W Bell Rd
Ste 1
Surprise, AZ 85374",AZ,33.64032,209
22,61,Phoenix,3.5,Mel's Diner,-112.0981742,"1747 Grand Ave
Phoenix, AZ 85007",AZ,33.4643554,179
9,62,Scottsdale,2.5,LV Bistro,-111.9189477,"The Scottsdale Princess Hotel
7575 E. Princess Drive
Scottsdale, AZ 85255",AZ,33.6462961,121
22,63,Chandler,3.5,Siracha Lounge,-111.8426724,"91 W Boston St
Chandler, AZ 85224",AZ,33.3021786,179
3,64,Scottsdale,3,Pizza Hut,-111.8373499,"11291 E Via Linda
Ste 128
Scottsdale, AZ 85259",AZ,33.58710962,138
11,65,Casa Grande,3,China Buffet,-111.7157877,"1677 E Florence Boulevard
Casa Grande, AZ 85222",AZ,32.8786089,146
23,66,Phoenix,3,Smashburger,-111.9746066,"21001 N  Tatum Blvd
Ste 34-1140
Phoenix, AZ 85050",AZ,33.678615,158
3,67,Phoenix,4,Fuddruckers,-112.040429,"1928 E Highland Ave
Phoenix, AZ 85016",AZ,33.5056919,183
15,68,Gilbert,3.5,Native New Yorker,-111.756931,"110 S Val Vista Dr
Gilbert, AZ 85296",AZ,33.347758,172
28,69,Scottsdale,3,Tokyo Express,-111.9271068,"3530 N Goldwater Blvd
Scottsdale, AZ 85251",AZ,33.4892464,163
6,70,Phoenix,4.5,Weather & Coffee,-112.004291,"3607 East Bell Road, Ste.
#1
Phoenix, AZ 85032",AZ,33.640076,208
7,71,Scottsdale,2.5,Jack-In-the Box,-111.9078794,"8030 E Indian School Rd
Scottsdale, AZ 85251",AZ,33.4952011,119
44,72,Goodyear,4,Akai Hana Sushi & Grill,-112.3920143,"2293 N Pebble Creek Pkwy
Ste 101
Goodyear, AZ 85338",AZ,33.47209058,224
12,73,Glendale,3,Brother's Pizza,-112.202473,"6635 W Happy Valley Road Suite A104
Glendale, AZ 85310",AZ,33.710671,147
26,74,Scottsdale,5,Ocean Trail,-111.865693,"Talking Stick Resort
9800 E Indian Bend Rd
Scottsdale, AZ 85256",AZ,33.538873,251
7,75,Phoenix,2.5,Papa John's,-112.077889,"231 W Thomas Rd
Phoenix, AZ 85013",AZ,33.4802381,119
141,76,Phoenix,4,Pomegranate Cafe,-111.99506,"4025 E Chandler Blvd
Ste 28
Phoenix, AZ 85048",AZ,33.3051122,321
6,77,Apache Junction,2.5,Grand Buffet,-111.5722283,"2430 W Apache Trl
Apache Junction, AZ 85220",AZ,33.4160688,118
9,78,Goodyear,3,Picazzo's Gourmet Pizza,-112.380047,"14970 W Indian School Rd
Goodyear, AZ 85395",AZ,33.492737,144
6,79,Scottsdale,3.5,Port of Subs and Smoothie King,-111.9258402,"3737 N Scottsdale Rd
Scottsdale, AZ 85251",AZ,33.4916179,163
65,80,Chandler,4,Mikado Sushi,-111.857235,"3125 S Alma School Rd
Chandler, AZ 85248",AZ,33.261388,245
5,81,Goodyear,3.5,Schlotzsky's,-112.357595,"395 N Litchfield Rd
Goodyear, AZ 85338",AZ,33.451414,162
8,82,Phoenix,4.5,Little Dragon Chinese Restaurant,-112.1530731,"4327 W Thomas Road
Phoenix, AZ 85031",AZ,33.4803555,210
107,83,Scottsdale,3,American Junkie,-111.919817,"4363 N 75th St
Scottsdale, AZ 85251",AZ,33.500169,242
14,84,Phoenix,3,Port of Subs,-112.098958,"1855 W Deer Valley Rd
Phoenix, AZ 85027",AZ,33.683666,149
21,85,Phoenix,3,Greek Patio,-112.0739,"402 E Greenway Blvd
Phoenix, AZ 85073",AZ,33.4499,156
11,86,Phoenix,3.5,Culver's,-111.9862419,"4506 E Cactus Rd
Phoenix, AZ 85032",AZ,33.5998438,168
4,87,Phoenix,1,TGI Friday's,-112.11578,"11025 N Black Canyon Hwy
Phoenix, AZ 85073",AZ,33.586891,49
3,88,Phoenix,2,Panda Express,-112.1696984,"5229 W Indian School Rd
Phoenix, AZ 85031",AZ,33.4950075,93
15,89,Scottsdale,4,The Corn Flower,-111.977313,"4807 E Greenway Rd
Ste 5
Scottsdale, AZ 85254",AZ,33.625322,195
8,90,Cave Creek,3,Rosati's Pizza,-111.977509,"28325 N Tatum Blvd
Cave Creek, AZ 85331",AZ,33.742499,143
3,91,Mesa,3.5,Gusto's Pizza,-111.8660527,"1620 W University Dr
Mesa, AZ 85201",AZ,33.4221397,160
4,92,Chandler,4.5,Sub Zone,-111.876964,"2080 N Dobson Rd
Chandler, AZ 85224",AZ,33.33652,206
88,93,Tempe,2.5,Macayo's Depot Cantina,-111.943236,"300 S Ash Ave
Tempe, AZ 85281",AZ,33.427732,200
35,94,Chandler,4,Rumbi Island Grill,-111.9684653,"885 N 54th St
Chandler, AZ 85226",AZ,33.3173142,215
72,95,Surprise,4,Big Buddha,-112.4159659,"16572 W Greenway Rd
Ste 115
Surprise, AZ 85388",AZ,33.6239817,252
477,96,Tempe,4.5,Green,-111.927166,"2240 N Scottsdale Rd
Tempe, AZ 85281",AZ,33.4537869,679
50,97,Chandler,4.5,Tokyo House,-111.8594885,"2050 N Alma School Rd
Ste 5
Chandler, AZ 85224",AZ,33.33657881,252
3,98,Gilbert,3.5,Chef H,-111.773654,"3107 S Lindsay Rd
Gilbert, AZ 85296",AZ,33.293754,160
7,99,Maricopa,4.5,Romy's BBQ,-112.043887,"44301 W Maricopa Casa Grande Hwy
Maricopa, AZ 85239",AZ,33.0546833,209
4,100,Phoenix,4,Jack-In-the Box Drive Thru,-112.097743,"1802 W Bell Road
Phoenix, AZ 85023",AZ,33.640581,184
4,101,Scottsdale,3.5,Dairy Queen,-111.9264432,"2230 N Scottsdale Road
Scottsdale, AZ 85257",AZ,33.4726716,161
13,102,Phoenix,3,Rosati's Pizza,-112.0323812,"2320 E Baseline Rd
Phoenix, AZ 85042",AZ,33.3778548,148
3,103,Phoenix,3.5,Charley's Grilled Subs,-112.12371,"3013 W Agua Fria Fwy
Ste 3
Phoenix, AZ 85027",AZ,33.666682,160
3,104,Scottsdale,3.5,Lucy's Cafe & Grill,-111.915163,"7678 E Greenway Rd
Ste 104
Scottsdale, AZ 85260",AZ,33.6260369,160
3,105,Buckeye,4.5,El Pollo Loco,-112.5564814,"758 S Watson Rd
Buckeye, AZ 85326",AZ,33.4393455,205
3,106,Scottsdale,3.5,The Apple Cafe,-111.8970223,"15040 N Northsight Blvd
Scottsdale, AZ 85260",AZ,33.6223725,160
21,107,Glendale,2.5,Pete's Fish & Chips,-112.1783249,"5516 W Glendale Ave
Glendale, AZ 85301",AZ,33.5385792,133
193,108,Phoenix,4.5,Pizza A Metro,-112.1091081,"2336 W Thomas Rd
Phoenix, AZ 85015",AZ,33.4806776,395
26,109,Phoenix,3.5,Gil's Taste of Taos,-112.047055,"1601 E Bell Rd
Ste A-8
Phoenix, AZ 85022",AZ,33.639747,183
32,110,Tempe,3,Jimmy John's,-111.9286939,"5128 Rural Rd
Tempe, AZ 85282",AZ,33.3785219,167
3,111,Phoenix,2,McDonald's,-112.061875,"926 E Indian School Rd
Phoenix, AZ 85012",AZ,33.495238,93
5,112,Chandler,1.5,McDonald's,-111.8579232,"3185 S Alma School Rd
Chandler, AZ 85248",AZ,33.2596494,72
16,113,Mesa,3,Native New Yorker,-111.788226,"1559 S Gilbert Rd
Mesa, AZ 85204",AZ,33.3876436,151
3,114,Anthem,4,Persimmon Bar & Grille,-112.110251,"Anthem Country Club
2708 W Anthem Club Dr
Anthem, AZ 85086",AZ,33.865303,183
30,115,Chandler,3.5,Pita Heaven,-111.88557,"2580 W Chandler Blvd
Ste 3
Chandler, AZ 85224",AZ,33.306806,187
61,116,Mesa,3.5,Taiwan Food Express,-111.875779,"66 S Dobson Rd
Ste 148
Mesa, AZ 85202",AZ,33.413158,218
48,117,Glendale,4,Which Wich Superior Sandwiches,-112.2596741,"9404 W Westgate Blvd
Glendale, AZ 85305",AZ,33.53567138,228
5,118,Phoenix,3.5,Left Seat Restaurant & Lounge,-112.026154,"2633 E Air Ln
Gate 108
Phoenix, AZ 85034",AZ,33.439648,162
3,119,Goodyear,1.5,El Paso Grill & Bar-B-Que,-112.3584488,"1480 N Litchfield Rd
Goodyear, AZ 85338",AZ,33.4634252,70
11,120,Scottsdale,3,Culver's,-111.8936767,"8668 E Shea Blvd
Scottsdale, AZ 85260",AZ,33.58270912,146
15,121,Phoenix,4,Perc Up Coffee Cafe,-112.0649666,"2325 N 7th St
Phoenix, AZ 85006",AZ,33.4741375,195
20,122,Phoenix,3,Steamers Genuine Seafood,-112.0255251,"2576 E Camelback Rd
Phoenix, AZ 85016",AZ,33.5097281,155
18,123,Avondale,4.5,Starlight Cuisine,-112.286067,"10575 W Indian School Rd
Ste 107
Avondale, AZ 85392",AZ,33.492985,220
4,124,Sun City,2.5,Coco's Family Restaurant,-112.2704632,"9801 W Bell Road
Sun City, AZ 85351",AZ,33.6378021,116
19,125,Scottsdale,3.5,Grapes,-111.92342,"7337 E Shea Blvd
Ste 105
Scottsdale, AZ 85260",AZ,33.581506,176
153,126,Phoenix,4,O.H.S.O. Eatery + nanoBrewery,-111.975898,"4900 E Indian School Rd
Phoenix, AZ 85018",AZ,33.495018,333
61,127,Scottsdale,4,Razz's Restaurant & Catering,-111.9258314,"10315 N Scottsdale Rd
Scottsdale, AZ 85253",AZ,33.5802421,241
14,128,Scottsdale,3,Teakwood's Tavern & Grill,-111.889631,"8880 E Via Linda
Ste 106
Scottsdale, AZ 85258",AZ,33.569524,149
36,129,Chandler,3,Buffalo Wild Wings,-111.8988633,"3163 W Chandler Blvd
Suite V120
Chandler, AZ 85226",AZ,33.2994442,171
30,130,Glendale,4,Vito's Pizza,-112.1525685,"4318 W Northern Ave
Glendale, AZ 85301",AZ,33.5532675,210
3,131,Mesa,4.5,Hong Kong Gourmet,-111.869177,"1744 W Main St
Mesa, AZ 85201",AZ,33.4153049,205
269,132,Phoenix,4,NOCA,-112.0152845,"3118 E Camelback Rd
Phoenix, AZ 85016",AZ,33.5100097,449
8,133,Phoenix,4,Tortas El Güero,-111.9923032,"4121 E Thomas Rd
Phoenix, AZ 85018",AZ,33.4801515,188
85,134,Chandler,3,C-Fu Gourmet Restaurant,-111.877429,"2051 W Warner Rd
Ste 13
Chandler, AZ 85224",AZ,33.3350458,220
140,135,Phoenix,4,Padre's Modern Mexican Cuisine,-112.0588374,"1044 E Camelback Rd
Phoenix, AZ 85014",AZ,33.5093453,320
5,136,Maricopa,2,McDonald's,-112.0473418,"20700 N John Wayne Pkwy
Maricopa, AZ 85139",AZ,33.066913,95
7,137,Peoria,3.5,Filiberto's,-112.238173,"13972 N 83rd Ave
Peoria, AZ 85381",AZ,33.611537,164
18,138,Tempe,3,The Bamboo Club,-111.9392896,"699 S Mill Ave
Tempe, AZ 85281",AZ,33.4235796,153
9,139,Surprise,3,Red Embers Bar & Grill,-112.355665,"Uptown Alley
13525 N Litchfield Rd
Surprise, AZ 85379",AZ,33.6075896,144
63,140,Peoria,3,BJ's Restaurant & Brewhouse,-112.2692793,"9748 W. Northern Ave.
Peoria, AZ 85345",AZ,33.5517332,198
103,141,Phoenix,4,North Fattoria Italiana,-111.9953195,"North Arcadia
4925 N 40th St
Phoenix, AZ 85018",AZ,33.5087368,283
8,142,Phoenix,3.5,Potbelly Sandwich Shop,-112.0814642,"534 W McDowell Rd
Phoenix, AZ 85003",AZ,33.4660407,165
7,143,Scottsdale,2.5,Summit Diner,-111.9239194,"32531 N Scottsdale Rd
Ste 101
Scottsdale, AZ 85266",AZ,33.78065777,119
6,144,Phoenix,4,Ralph's Snack Bar,-112.1560021,"4501 W Van Buren St
Phoenix, AZ 85043",AZ,33.4513376,186
31,145,Peoria,3.5,Heidi's Brooklyn Deli,-112.2387233,"8360 W Thunderbird Rd
Peoria, AZ 85381",AZ,33.610028,188
5,146,Phoenix,2.5,Jb's,-112.0977034,"1818 W Montebello Ave
Phoenix, AZ 85015",AZ,33.5196796,117
5,147,Phoenix,2,Filiberto's,-112.1089713,"2302 W Camelback
Phoenix, AZ 85015",AZ,33.5096533,95
44,148,Tempe,4.5,Curry Corner,-111.919995,"1212 E Apache Blvd
Tempe, AZ 85281",AZ,33.415194,246
6,149,Phoenix,1.5,Burger King,-112.1335065,"13635 N 35th Ave
Phoenix, AZ 85029",AZ,33.609824,73
53,150,Scottsdale,4,Goldmans Deli,-111.908547,"6929 N Hayden Rd
Ste C2
Scottsdale, AZ 85250",AZ,33.5376434,233
5,151,Chandler,2.5,McDonald's,-111.875061,"1900 W Warner Rd
Chandler, AZ 85224",AZ,33.335621,117
12,152,Wickenburg,4,Nana's Sandwich Saloon,-112.730548,"48 N Tegner St
Wickenburg, AZ 85390",AZ,33.969076,192
21,153,Casa Grande,3.5,Tommy's Bistro,-111.742524,"913 E 8th St
Casa Grande, AZ 85222",AZ,32.880056,178
57,154,Scottsdale,4,Pars Persian Cuisine,-111.8363223,"11144 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85259",AZ,33.58712209,237
149,155,Scottsdale,3.5,Los Sombreros Mexican Food & Cocktails,-111.9265203,"2534 N Scottsdale Rd
Scottsdale, AZ 85257",AZ,33.4765807,306
6,156,Chandler,3.5,Thai Dressing,-111.8588587,"2950 S Alma School Rd
Chandler, AZ 85248",AZ,33.2624833,163
11,157,Phoenix,2,Golden Coin,-112.0115928,"3224 E Thomas Rd
Phoenix, AZ 85018",AZ,33.4805041,101
44,158,Tempe,4,Oregano's Pizza Bistro,-111.9636082,"1475 W Elliot Rd
Tempe, AZ 85284",AZ,33.3490097,224
8,159,Tempe,3.5,Einstein Bros Bagels,-111.929858,"9900 S Rural Rd
Tempe, AZ 85284",AZ,33.321492,165
31,160,Avondale,3.5,Ono Hawaiian BBQ,-112.345359,"13070 W Rancho Santa Fe Blvd
Ste C - 7
Avondale, AZ 85323",AZ,33.430535,188
8,161,Chandler,3,Souper Salad,-111.891192,"2780 W Chandler Blvd
Chandler, AZ 85224",AZ,33.306349,143
10,162,Tempe,3,Moe's Southwest Grill,-111.9449183,"325 W Elliot Rd
Tempe, AZ 85284",AZ,33.3490842,145
25,163,Mesa,4,Jimmy and Joe's Pizzeria,-111.8773052,"1960 W Baseline Rd
Mesa, AZ 85202",AZ,33.3787123,205
196,164,Tempe,3.5,Teharu Sushi,-111.9626175,"9845 S Priest Dr
Tempe, AZ 85284",AZ,33.3216034,353
3,165,Chandler,3,Subway,-111.84107,"611 N Arizona Ave
Chandler, AZ 85225",AZ,33.313923,138
5,166,El Mirage,3.5,Lupitas,-112.3412092,"13915 N Dysart Rd
El Mirage, AZ 85335",AZ,33.6105701,162
3,167,Phoenix,3,Royal Buffet,-111.9780069,"4921 E Ray Rd
Phoenix, AZ 85044",AZ,33.3197437,138
28,168,Tempe,4,Poliberto's Taco Shop,-111.9570367,"1219 W Baseline Rd
Tempe, AZ 85282",AZ,33.3780766,208
6,169,Phoenix,4,Soma Express,-111.9952353,"3961 E Camelback Rd
Phoenix, AZ 85018",AZ,33.5097283,186
3,170,Glendale,3,Soleil,-112.2634935,"9495 W. Coyotes Blvd.
Glendale, AZ 85305",AZ,33.5324161,138
3,171,Apache Junction,3.5,Los Favoritos,-111.5664275,"1879 W Apache Trl
Apache Junction, AZ 85220",AZ,33.4150703,160
32,172,Mesa,4,Los Picos Parrilla Restaurant,-111.8644947,"1542 W University Dr
Mesa, AZ 85201",AZ,33.4224084,212
10,173,Peoria,4.5,Chipotle - Happy Valley,-112.2731482,"9940 W Happy Valley Pkwy
Peoria, AZ 85383",AZ,33.7114452,212
30,174,Chandler,3.5,Gingerroot,-111.8609857,"1076 W Chandler Blvd
Chandler, AZ 85224",AZ,33.306107,187
3,175,Phoenix,1.5,McDonald's,-112.029015,"2447 E Bell Road
Phoenix, AZ 85032",AZ,33.639971,70
13,176,Scottsdale,3,Brennan's,-111.9271921,"13610 N Scottsdale Rd
Scottsdale, AZ 85260",AZ,33.6097989,148
179,177,Tempe,4,Lalibela Ethiopian Cafe,-111.9506847,"849 W University Dr
Tempe, AZ 85281",AZ,33.421909,359
9,178,Chandler,3,Pirate's Fish & Chips,-111.8419,"200 S Arizona Ave
Chandler, AZ 85225",AZ,33.3004279,144
38,179,Phoenix,4,Milagro Grill,-111.9891177,"4280 E Indian School Rd
Ste 101
Phoenix, AZ 85018",AZ,33.495074,218
37,180,Scottsdale,4,Asian Island,-111.8983054,"14870 N Northsight Blvd
Ste 103
Scottsdale, AZ 85260",AZ,33.621463,217
3,181,Scottsdale,4,Redfish,-111.920975,"7401 E Frnk Llyd Wrght Blvd
Scottsdale, AZ 85260",AZ,33.63646,183
6,182,Scottsdale,3.5,Hana's Cafe,-111.8342047,"10855 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85259",AZ,33.584274,163
124,183,Phoenix,3.5,Stacy's Smokehouse,-112.0455993,"1650 E Indian School Rd
Phoenix, AZ 85016",AZ,33.4948853,281
3,184,Phoenix,4.5,Happy Food,-112.203776,"6701 W Thomas Rd
Phoenix, AZ 85033",AZ,33.47994,205
3,185,Mesa,4.5,On The Green Sports Grill,-111.68413,"801 S Power Rd
Mesa, AZ 85206",AZ,33.399883,205
7,186,Scottsdale,3.5,Baja Fresh Mexican Grill,-111.875696,"14858 N Frank Lloyd Wright B
Scottsdale, AZ 85260",AZ,33.621158,164
3,187,Phoenix,2.5,Whataburger Restaurants,-112.0799371,"450 W Indian School Road
Phoenix, AZ 85013",AZ,33.4950034,115
85,188,Surprise,4,Saigon Kitchen,-112.3634434,"14071 W Bell Rd
Surprise, AZ 85374",AZ,33.63820383,265
4,189,Scottsdale,3,Subway,-111.8645011,"14144 N 100th St
Suite 125
Scottsdale, AZ 85260",AZ,33.6145764,139
4,190,Chandler,3,Babycakes Cafe,-111.8332,"48 San Marcos Pl
Chandler, AZ 85225",AZ,33.3181,139
67,191,Scottsdale,3.5,Au Petit Four,-111.9253728,"7217 E 4th Ave
Scottsdale, AZ 85251",AZ,33.4978182,224
72,192,Phoenix,4,Wy-Knot Cafe,-112.0649666,"2325 N 7th St
Phoenix, AZ 85006",AZ,33.4741375,252
4,193,Phoenix,1.5,Kyoto Bowl,-112.0128995,"2910 N 32nd Street
Suite 160
Phoenix, AZ 85018",AZ,33.4807241,71
17,194,Tempe,3,International House of Pancakes,-111.935878,"225 E Apache Blvd
Tempe, AZ 85281",AZ,33.414249,152
39,195,Phoenix,4,Captain Bill's Subs,-112.1339119,"10645 N 35th Ave
Phoenix, AZ 85029",AZ,33.5836899,219
6,196,Scottsdale,4.5,Methode Bistro,-111.9258624,"6204 N Scottsdale Rd
Scottsdale, AZ 85253",AZ,33.5278493,208
4,197,Phoenix,3.5,Happy Food,-112.073407,"3 W Baseline Rd
Phoenix, AZ 85041",AZ,33.3777494,161
16,198,Avondale,4,Pei Wei Asian Diner,-112.340224,"1619 N Dysart Rd
Avondale, AZ 85392",AZ,33.465665,196
29,199,Phoenix,3,Paradise Bakery & Cafe,-112.0272041,"2502 E Camelback Rd
Phoenix, AZ 85016",AZ,33.5102068,164
67,200,Phoenix,3,My Big Fat Greek Restaurant,-111.9770187,"10625 N Tatum Blvd
Phoenix, AZ 85028",AZ,33.5834449,202
9,201,Chandler,3,Qdoba Mexican Grill,-111.8904425,"2855 W. Ray Road
Suite 1
Chandler, AZ 85224",AZ,33.3203241,144
26,202,Mesa,3.5,Chevys Fresh Mex,-111.8570231,"1335 S Alma School Rd
Mesa, AZ 85210",AZ,33.3897636,183
